Comment,Designator,Footprint,LCSC,Quantity
100nF 0603,C1,C_0603_1608Metric,C24452,1
Conn_01x05,J1,Molex_Micro-Latch_53254-0570_1x05_P2.00mm_Horizontal,C585950,1
ABPDANV015PGSA3,IC1,ABPDANV015PGSA3,,1
