Comment,Designator,Footprint,LCSC,Quantity
180R,"R1,R2,R3,R4",R_0402_1005Metric,C138045,4
Conn_01x03_Socket,J1,Molex_Micro-Fit_3.0_43650-0312_1x03-1MP_P3.00mm_Horizontal,C114109,1
KT-0603-W,"D1,D2,D3,D4",LED_0603_1608Metric,C5973179,4
SI2302B-TP,Q1,SOT95P237X125-3N,C52117627,1
